,Unnamed: 0,Date,region,type,4046,4225,4770,year,TotalVolume,Price,Prop,month
2993,17734,2018-03-18,DallasFtWorth,organic,5570.59,1317.02,0.0,2018,31122.09,1.32,0.022335802934052795,3
46,14787,2017-02-12,Albany,organic,119.52,170.57,0.0,2017,1806.4,1.78,0.018242348140833583,2
3223,17964,2018-03-04,NorthernNewEngland,organic,24.0,760.55,0.0,2018,14156.63,1.54,0.02997019013350988,3
3243,17984,2018-01-07,Orlando,organic,79.68,649.38,0.0,2018,7074.23,1.56,0.016157104806730826,1
173,14914,2017-09-24,Boise,organic,63.68,535.14,0.0,2017,1411.83,2.64,0.024306961580734976,9
3505,18246,2018-01-21,WestTexNewMexico,organic,1191.92,2452.79,727.94,2018,13766.76,1.87,0.013305331631241812,1
3047,17788,2018-02-04,GreatLakes,organic,4670.38,53564.29,0.0,2018,185270.31,1.45,0.025449095915340503,2
1744,16485,2017-01-29,Philadelphia,organic,1374.83,3255.7,9.02,2017,11574.88,1.9,0.026738522696436173,1
1610,16351,2017-08-13,NorthernNewEngland,organic,13.62,246.35,0.0,2017,13218.86,1.69,0.02328865425493976,8
3492,18233,2018-01-28,West,organic,22918.4,33051.14,93.52,2018,185974.53,1.8,0.025854070507400184,1
2763,17504,2017-11-12,West,organic,20429.3,29316.64,61.67,2017,150594.48,1.95,0.023779731059005882,11
1133,15874,2017-08-13,LasVegas,organic,913.51,2538.57,0.0,2017,6042.06,2.05,0.018318374183730838,8
2873,17614,2018-03-18,Atlanta,organic,626.28,5411.88,0.0,2018,19014.68,1.48,0.025371025976858697,3
688,15429,2017-01-01,Denver,organic,4103.45,775.73,5.71,2017,21449.37,0.91,0.021868853760372176,1
2210,16951,2017-04-16,SanDiego,organic,940.85,9921.7,0.0,2017,14043.34,2.08,0.029277194974476336,4
975,15716,2017-08-06,Houston,organic,10486.19,21.84,0.0,2017,37755.61,1.4,0.030679551279543808,8
2121,16862,2017-12-24,Sacramento,organic,2716.18,3016.72,0.0,2017,8177.33,1.68,0.01711774654557641,12
156,14897,2017-01-15,BaltimoreWashington,organic,1359.33,8445.66,294.96,2017,20759.34,1.82,0.02695072946233945,1
2252,16993,2017-07-02,SanFrancisco,organic,4003.36,5495.51,0.0,2017,12279.96,2.59,0.017220794513672533,7
2784,17525,2017-06-18,West,organic,37443.94,48934.78,159.38,2017,215628.86,1.68,0.029127897650486286,6
167,14908,2017-11-05,Boise,organic,45.0,504.52,0.0,2017,1886.42,2.33,0.022730372728854475,11
1522,16263,2017-04-09,NewYork,organic,8494.69,34731.6,166.09,2017,69388.43,2.22,0.051509089381241435,4
1369,16110,2017-02-26,Midsouth,organic,3921.76,41022.31,1849.73,2017,139908.49,1.12,0.0405480275630794,2
2996,17737,2018-02-25,DallasFtWorth,organic,3998.07,635.53,0.0,2018,23520.36,1.34,0.014338020961304987,2
834,15575,2017-04-02,GreatLakes,organic,4631.4,90013.63,0.0,2017,179232.9,1.51,0.05497487955810077,4
2035,16776,2017-08-06,RichmondNorfolk,organic,513.56,3881.12,71.87,2017,12743.98,1.66,0.05162728493327196,8
1117,15858,2017-12-03,LasVegas,organic,1471.55,1226.52,0.0,2017,8048.35,1.56,0.024873647643078645,12
2296,17037,2017-09-03,Seattle,organic,1289.56,12808.63,8.84,2017,30853.99,2.89,0.0701340120609445,9
2872,17613,2018-03-25,Atlanta,organic,469.23,3942.82,0.0,2018,18717.08,1.56,0.029092587771279762,3
1040,15781,2017-05-14,Indianapolis,organic,128.17,1389.05,0.0,2017,4231.54,1.65,0.015514316262332684,5
548,15289,2017-08-27,Columbus,organic,547.67,1241.77,0.0,2017,7110.89,1.87,0.038784763106572966,8
3272,18013,2018-02-25,Pittsburgh,organic,880.24,33.16,0.0,2018,12853.38,1.38,0.06521910215237993,2
3235,17976,2018-03-04,Orlando,organic,361.71,1244.48,0.0,2018,10599.98,1.58,0.0194744833813999,3
1260,16001,2017-03-19,Louisville,organic,15.67,1395.21,0.0,2017,4433.03,0.95,0.0562416733896981,3
518,15259,2017-03-19,CincinnatiDayton,organic,303.46,6026.24,0.0,2017,9218.04,1.68,0.033758793114832764,3
412,15153,2017-03-19,Charlotte,organic,290.05,4578.97,555.66,2017,6033.09,1.96,0.02835553731954632,3
1445,16186,2017-09-24,NewOrleansMobile,organic,155.62,218.47,0.0,2017,6852.14,1.89,0.03219557141390505,9
83,14824,2017-06-04,Atlanta,organic,1464.32,5926.88,0.0,2017,20445.39,1.44,0.02798882773567235,6
1650,16391,2017-11-12,Orlando,organic,147.41,871.4,0.0,2017,5376.58,1.88,0.016031184446133162,11
880,15621,2017-05-21,HarrisburgScranton,organic,274.75,237.52,9.12,2017,8942.44,2.18,0.035264583555895124,5
2769,17510,2017-10-01,West,organic,16845.73,24294.75,25.18,2017,122625.26,2.45,0.02964037219894211,10
2778,17519,2017-07-30,West,organic,35365.17,51355.3,701.35,2017,180688.88,2.1,0.03078675415145649,7
2854,17595,2017-02-05,WestTexNewMexico,organic,2161.38,5646.59,11.84,2017,21376.32,1.31,0.012885601239748024,2
2434,17175,2017-01-22,SouthCentral,organic,28151.07,6856.25,0.0,2017,147163.14,1.02,0.02315778655838574,1
1452,16193,2017-08-06,NewOrleansMobile,organic,128.76,71.31,0.0,2017,6994.5,1.18,0.02820613346394707,8
2153,16894,2017-05-14,Sacramento,organic,1982.43,2481.05,2.68,2017,5255.47,2.43,0.01264229062919342,5
2544,17285,2017-12-31,StLouis,organic,1689.61,1140.91,0.0,2017,12274.98,1.54,0.0600404617121475,12
465,15206,2017-03-19,Chicago,organic,1720.14,40737.11,0.0,2017,45989.07,1.68,0.06344308136930787,3
2458,17199,2017-08-13,Southeast,organic,2129.87,17537.18,183.1,2017,76353.2,1.85,0.0204646133433406,8
2292,17033,2017-10-01,Seattle,organic,770.12,9708.8,7.6,2017,25718.23,2.86,0.06600173469218318,10
2511,17252,2017-08-13,Spokane,organic,290.02,1531.25,0.0,2017,3503.34,2.55,0.048899218344457984,8
638,15379,2017-12-17,Denver,organic,5039.43,435.39,42.84,2017,34524.05,1.46,0.050676716076050836,12
2178,16919,2017-11-26,SanDiego,organic,468.45,7239.24,0.0,2017,11559.98,2.17,0.02919002735635512,11
3161,17902,2018-03-18,Midsouth,organic,3930.14,48249.33,720.63,2018,179316.2,1.52,0.03784475544244903,3
2100,16841,2017-05-14,Roanoke,organic,230.45,2146.33,0.0,2017,5838.07,1.81,0.034187348993777955,5
2090,16831,2017-07-23,Roanoke,organic,365.76,2772.19,0.0,2017,9901.85,1.49,0.06555336798273903,7
3132,17873,2018-01-28,LosAngeles,organic,11366.1,25056.37,0.0,2018,97026.15,1.73,0.032442143529149536,1
1282,16023,2017-10-22,MiamiFtLauderdale,organic,139.07,728.38,0.0,2017,4842.31,2.19,0.008598499350723543,10
2283,17024,2017-12-03,Seattle,organic,1019.98,29524.69,55.28,2017,98030.75,1.19,0.16387326707184713,12
1548,16289,2017-10-15,Northeast,organic,12497.35,23859.81,117.29,2017,269123.79,1.7,0.07645038031270213,10
1307,16048,2017-04-30,MiamiFtLauderdale,organic,1154.19,62.02,0.0,2017,3477.7,2.4,0.00415902329385498,4
2284,17025,2017-11-26,Seattle,organic,582.45,11806.84,46.6,2017,35304.27,1.76,0.09869101503508547,11
1121,15862,2017-11-05,LasVegas,organic,1540.11,1637.33,0.0,2017,7034.87,1.83,0.02141062239105529,11
2209,16950,2017-04-23,SanDiego,organic,1088.81,9477.69,1.63,2017,14541.16,1.97,0.02824026367854382,4
1494,16235,2017-10-22,NewYork,organic,5760.74,17860.14,73.28,2017,70272.82,2.08,0.053103404842796964,10
1222,15963,2017-12-10,Louisville,organic,0.0,723.86,0.0,2017,2491.03,1.54,0.02428767334984017,12
679,15420,2017-03-05,Denver,organic,23363.47,3586.2,23.18,2017,62976.43,0.94,0.0896405594115739,3
2857,17598,2017-01-15,WestTexNewMexico,organic,1203.87,2904.22,23.07,2017,17014.23,1.19,0.015672470465543875,1
3388,18129,2018-03-25,SouthCarolina,organic,163.55,4234.24,81.45,2018,16025.2,1.38,0.03433847270465118,3
2154,16895,2017-05-07,Sacramento,organic,1861.76,3058.89,0.0,2017,5321.75,2.52,0.009406230745219846,5
2613,17354,2017-09-10,Syracuse,organic,85.58,65.73,0.0,2017,2095.4,1.8,0.02809656938661942,9
907,15648,2017-11-19,HartfordSpringfield,organic,34.59,2619.92,1.4,2017,11380.2,2.09,0.041210928163879064,11
3328,18069,2018-03-25,Roanoke,organic,82.57,1984.01,0.0,2018,9097.89,1.6,0.04005130573545779,3
1642,16383,2017-01-01,NorthernNewEngland,organic,6.23,130.87,0.0,2017,9214.09,1.91,0.01898039093867609,1
2136,16877,2017-09-10,Sacramento,organic,3074.0,3484.74,0.0,2017,8035.15,1.96,0.021768717103368584,9
1550,16291,2017-10-01,Northeast,organic,9408.76,23215.19,79.66,2017,236097.14,1.7,0.06425052677293785,10
863,15604,2017-09-17,HarrisburgScranton,organic,298.41,248.18,18.48,2017,20994.85,1.51,0.09996083430826996,9
1514,16255,2017-06-04,NewYork,organic,17822.91,52648.14,1178.91,2017,112812.77,2.06,0.0778946248249287,6
936,15677,2017-04-30,HartfordSpringfield,organic,477.36,10235.91,15.13,2017,18568.03,2.25,0.058228914968579626,4
474,15215,2017-01-15,Chicago,organic,78.31,34378.08,0.0,2017,38542.5,1.85,0.04727033891186494,1
2975,17716,2018-02-04,CincinnatiDayton,organic,628.58,4438.31,0.0,2018,11196.3,1.69,0.028604967299849293,2
2080,16821,2017-10-01,Roanoke,organic,271.56,1683.7,0.0,2017,7771.43,1.83,0.06460598473866785,10
669,15410,2017-05-14,Denver,organic,22355.83,7368.08,139.39,2017,162499.64,0.74,0.17217501861454476,5
814,15555,2017-08-20,GreatLakes,organic,3356.9,26728.65,4.85,2017,133248.29,1.6,0.0379480259103846,8
1668,16409,2017-07-09,Orlando,organic,262.72,1460.13,0.0,2017,5505.07,1.9,0.01579277593967765,7
703,15444,2017-09-24,Detroit,organic,556.01,3536.55,0.0,2017,24482.08,2.08,0.09442512883518872,9
3467,18208,2018-02-04,Tampa,organic,89.59,440.31,0.0,2018,7363.56,1.32,0.008552270327913725,2
1534,16275,2017-01-15,NewYork,organic,6002.05,18195.1,117.02,2017,42233.25,2.09,0.029606260240424342,1
2488,17229,2017-01-15,Southeast,organic,4716.66,12386.68,392.83,2017,63939.14,1.36,0.016364947224382975,1
2994,17735,2018-03-11,DallasFtWorth,organic,6067.15,810.89,0.0,2018,34357.21,1.3,0.024708224206968943,3
6,14747,2017-11-19,Albany,organic,0.0,252.98,0.0,2017,2506.38,1.75,0.02511921801879313,11
257,14998,2017-02-19,Boston,organic,13.98,1014.64,0.0,2017,16177.04,2.06,0.030107888785229082,2
603,15344,2017-08-13,DallasFtWorth,organic,5364.59,322.73,0.0,2017,18826.43,1.68,0.014678417074365568,8
2187,16928,2017-09-24,SanDiego,organic,2804.46,10041.55,0.0,2017,14173.82,2.23,0.041067617471059685,9
673,15414,2017-04-16,Denver,organic,16051.02,2802.3,111.53,2017,67666.31,0.96,0.07679467403808637,4
2366,17107,2017-05-07,SouthCarolina,organic,352.76,4779.08,119.66,2017,7048.36,1.8,0.01308983035272615,5
2052,16793,2017-04-09,RichmondNorfolk,organic,659.45,4489.03,247.92,2017,15659.62,1.04,0.056702493300995416,4
1740,16481,2017-02-26,Philadelphia,organic,4201.48,11005.43,10.86,2017,20993.1,1.68,0.04859425136888118,2
2156,16897,2017-04-23,Sacramento,organic,1967.94,3979.11,0.0,2017,6764.99,2.29,0.017931701243049103,4
2697,17438,2017-02-05,Tampa,organic,1500.06,70.24,0.0,2017,4591.77,1.93,0.00511483496629539,2
942,15683,2017-03-19,HartfordSpringfield,organic,604.48,17563.18,45.65,2017,24796.8,2.04,0.08899381305513909,3
2312,17053,2017-05-14,Seattle,organic,1601.12,13061.38,41.19,2017,49291.33,1.62,0.06088400498185453,5
611,15352,2017-06-18,DallasFtWorth,organic,9426.95,1997.32,0.0,2017,26885.4,1.44,0.01830400618115413,6
770,15511,2017-06-18,GrandRapids,organic,18.58,1057.49,0.0,2017,1314.24,2.62,0.005329276361688562,6
1466,16207,2017-04-30,NewOrleansMobile,organic,228.39,24.04,0.0,2017,634.09,1.95,0.0020990653301602435,4
801,15542,2017-11-19,GreatLakes,organic,3394.42,39866.7,0.0,2017,133203.19,1.53,0.042735885344855166,11
1552,16293,2017-09-17,Northeast,organic,9146.68,34141.63,44.41,2017,238274.56,1.74,0.06640285226659738,9
2021,16762,2017-11-12,RichmondNorfolk,organic,632.19,2374.29,63.61,2017,11495.44,1.57,0.05421956901078051,11
196,14937,2017-04-16,Boise,organic,35.67,568.06,0.0,2017,3493.39,1.23,0.03394793980000643,4
1261,16002,2017-03-12,Louisville,organic,6.28,1361.74,0.0,2017,7708.22,0.65,0.08314029221878473,3
966,15707,2017-10-08,Houston,organic,7124.21,56.18,0.0,2017,23699.39,1.84,0.022223731140920463,10
2277,17018,2017-01-08,SanFrancisco,organic,6273.0,8466.99,0.0,2017,18096.56,2.58,0.01862040755328853,1
1069,15810,2017-10-29,Jacksonville,organic,102.22,748.02,4.81,2017,2726.34,2.16,0.013862994356746206,10
2245,16986,2017-08-20,SanFrancisco,organic,9571.06,7792.22,0.0,2017,21524.58,2.93,0.03691616587617075,8
719,15460,2017-06-04,Detroit,organic,512.91,4770.64,0.0,2017,14124.57,1.75,0.037601574261456716,6
1126,15867,2017-10-01,LasVegas,organic,1055.34,115.35,0.0,2017,5291.89,2.24,0.027162810608601817,10
957,15698,2017-12-10,Houston,organic,6333.93,118.99,0.0,2017,26414.51,1.51,0.02043234420181972,12
192,14933,2017-05-14,Boise,organic,7.94,681.17,0.0,2017,4103.97,1.27,0.04163498874203586,5
852,15593,2017-12-03,HarrisburgScranton,organic,450.89,329.58,5.97,2017,18106.96,1.46,0.07240352400049965,12
1677,16418,2017-05-07,Orlando,organic,781.71,145.14,0.0,2017,6683.62,1.57,0.01247358427453682,5
1569,16310,2017-05-21,Northeast,organic,10974.59,44591.68,1425.74,2017,186553.95,2.15,0.043416353262545004,5
1254,15995,2017-04-30,Louisville,organic,0.0,1639.61,0.0,2017,5166.23,1.4,0.052274058074236913,4
105,14846,2017-01-01,Atlanta,organic,956.73,2862.95,0.0,2017,5342.85,1.81,0.009663168096477605,1
1564,16305,2017-06-25,Northeast,organic,8675.31,45535.71,1086.85,2017,181964.19,2.26,0.042281604294522435,6
2567,17308,2017-07-23,StLouis,organic,656.83,3501.3,0.0,2017,6999.43,2.22,0.03477786685501238,7
1897,16638,2017-03-12,Plains,organic,5373.18,23302.63,769.18,2017,71708.81,1.5,0.0428263277292682,3
334,15075,2017-09-10,California,organic,40795.15,62854.16,0.0,2017,140337.35,2.2,0.03104125665731838,9
1067,15808,2017-11-12,Jacksonville,organic,66.6,547.37,2.42,2017,2438.21,1.89,0.015535025630265988,11
1866,16607,2017-10-15,Plains,organic,1119.87,14609.29,414.22,2017,53711.04,2.07,0.04175837951454275,10
1645,16386,2017-12-17,Orlando,organic,111.2,704.26,0.0,2017,5835.48,1.6,0.015073338351511143,12
2516,17257,2017-07-09,Spokane,organic,358.58,1807.52,16.68,2017,4236.47,2.2,0.031927209817175894,7
2528,17269,2017-04-16,Spokane,organic,292.71,1306.43,5.38,2017,4884.2,1.57,0.04574866726401017,4
3493,18234,2018-01-21,West,organic,27049.44,33561.32,439.47,2018,189317.99,1.83,0.026137564564539303,1
662,15403,2017-07-02,Denver,organic,11850.59,2544.28,61.31,2017,25731.81,1.44,0.03065952762579438,7
2794,17535,2017-04-09,West,organic,36813.79,54408.17,176.1,2017,348836.42,1.18,0.048972990719730825,4
2881,17622,2018-01-21,Atlanta,organic,349.05,3967.66,0.0,2018,18554.97,1.64,0.02820005998392705,1
2660,17401,2017-10-22,Tampa,organic,108.7,1003.5,0.0,2017,6399.75,2.18,0.017164216852818992,10
2913,17654,2018-02-18,Boston,organic,11.63,1603.22,0.0,2018,27960.77,1.83,0.051494675595332266,2
805,15546,2017-10-22,GreatLakes,organic,3616.94,45789.71,0.0,2017,190579.53,1.68,0.07815645407238525,10
3013,17754,2018-01-21,Denver,organic,7841.79,687.2,32.61,2018,30143.3,1.55,0.033388062420512066,1
134,14875,2017-06-18,BaltimoreWashington,organic,963.89,11778.12,141.79,2017,22845.26,2.2,0.031026417447716836,6
2224,16965,2017-01-08,SanDiego,organic,2363.28,9429.06,0.0,2017,16775.97,1.52,0.027978078862500252,1
659,15400,2017-07-23,Denver,organic,8533.77,3419.39,214.84,2017,16147.91,1.83,0.016352338266265587,7
1850,16591,2017-01-29,Pittsburgh,organic,940.32,19.9,0.0,2017,8952.16,1.43,0.0770560832934517,1
1972,16713,2017-10-15,RaleighGreensboro,organic,442.38,3627.0,103.46,2017,13272.0,2.53,0.051588856713660765,10
1319,16060,2017-02-05,MiamiFtLauderdale,organic,398.22,4.01,0.0,2017,3626.55,1.41,0.0028831851027733,2
2590,17331,2017-02-12,StLouis,organic,1444.56,562.93,0.0,2017,10825.69,1.04,0.06606213948847184,2
614,15355,2017-05-28,DallasFtWorth,organic,5642.86,6595.91,0.0,2017,42244.7,1.13,0.0295593019295094,5
215,14956,2017-12-10,Boston,organic,14.46,1541.99,0.0,2017,26314.71,1.74,0.03687772463206751,12
1486,16227,2017-12-17,NewYork,organic,7786.02,22015.68,96.31,2017,75462.11,1.84,0.0600324286971361,12
433,15174,2017-10-29,Chicago,organic,29.29,28053.8,0.0,2017,35333.89,2.06,0.060200193270243514,10
273,15014,2017-11-05,BuffaloRochester,organic,175.18,92.84,0.0,2017,12253.81,1.36,0.09581921775149294,11
2852,17593,2017-02-19,WestTexNewMexico,organic,2208.27,5671.84,35.6,2017,25777.67,1.24,0.028765317898047264,2
3079,17820,2018-03-04,Houston,organic,6442.57,67.11,0.0,2018,28699.66,1.37,0.018753056351504368,3
2787,17528,2017-05-28,West,organic,64107.88,52767.88,461.27,2017,276578.14,1.48,0.038240660929161015,5
447,15188,2017-07-23,Chicago,organic,87.93,31152.43,0.0,2017,36591.27,1.88,0.04635383613072641,7
1447,16188,2017-09-10,NewOrleansMobile,organic,248.6,125.76,0.0,2017,6601.76,1.63,0.029480288102815555,9
3017,17758,2018-03-18,Detroit,organic,1452.72,18641.57,0.0,2018,63356.5,1.2,0.12878470808508147,3
2517,17258,2017-07-02,Spokane,organic,305.84,2579.83,0.0,2017,3959.98,2.56,0.037264581464409474,7
2352,17093,2017-08-13,SouthCarolina,organic,195.52,3482.19,140.67,2017,13678.65,1.78,0.0355605739273569,8
1151,15892,2017-04-09,LasVegas,organic,1623.51,3932.58,0.0,2017,17575.92,1.24,0.05455314759685703,4
1632,16373,2017-03-12,NorthernNewEngland,organic,119.61,198.91,0.0,2017,14773.91,1.87,0.035803814838040404,3
787,15528,2017-02-19,GrandRapids,organic,22.53,1036.23,0.0,2017,1862.24,1.64,0.012964810714487518,2
2650,17391,2017-12-31,Tampa,organic,76.28,474.42,0.0,2017,5528.74,1.59,0.00997135746622324,12
3006,17747,2018-03-11,Denver,organic,7032.9,640.35,52.08,2018,31590.9,1.59,0.03853967557544635,3
508,15249,2017-05-28,CincinnatiDayton,organic,325.7,4912.89,0.0,2017,12161.37,1.78,0.038533617554344035,5
500,15241,2017-07-23,CincinnatiDayton,organic,364.87,11735.45,0.0,2017,26748.23,1.82,0.11034016845500384,7
1699,16440,2017-12-10,Philadelphia,organic,3846.15,4443.9,2.31,2017,28947.42,1.5,0.047862678912006684,12
2790,17531,2017-05-07,West,organic,85438.01,70952.57,396.53,2017,442825.93,1.19,0.04926454565238092,5
1580,16321,2017-03-05,Northeast,organic,29927.87,86086.11,205.84,2017,225597.13,1.8,0.04805918244918017,3
1698,16439,2017-12-17,Philadelphia,organic,2266.91,3684.26,3.49,2017,22003.42,1.59,0.06008461384009268,12
3449,18190,2018-03-18,Syracuse,organic,162.32,87.87,0.0,2018,6981.22,1.19,0.0886911261487019,3
228,14969,2017-09-10,Boston,organic,20.49,1076.33,0.0,2017,25480.22,1.74,0.04632822192728536,9
2592,17333,2017-01-29,StLouis,organic,1315.28,514.22,0.0,2017,6269.88,1.36,0.031565297163005816,1
820,15561,2017-07-09,GreatLakes,organic,3853.72,70843.63,0.0,2017,153380.48,1.62,0.03602381777083996,7
666,15407,2017-06-04,Denver,organic,13420.3,1057.12,45.52,2017,15024.27,1.97,0.0164989608114664,6
1966,16707,2017-11-26,RaleighGreensboro,organic,143.37,3621.34,107.53,2017,10080.77,2.18,0.042792049453982406,11
3176,17917,2018-02-25,Nashville,organic,43.33,2258.33,0.0,2018,10360.85,1.48,0.04306420042097203,2
1707,16448,2017-10-15,Philadelphia,organic,2588.95,3517.12,10.51,2017,31850.15,1.69,0.07946331751026957,10
3395,18136,2018-02-04,SouthCarolina,organic,132.57,4063.83,102.86,2018,16666.13,1.42,0.02398344570898836,2
1364,16105,2017-04-02,Midsouth,organic,4585.96,58475.37,2227.82,2017,129499.97,1.67,0.037207946642355605,4
3337,18078,2018-01-21,Roanoke,organic,219.52,1633.41,0.0,2018,7935.53,1.67,0.04314268728642468,1
2464,17205,2017-07-02,Southeast,organic,4302.01,40687.72,250.51,2017,108360.53,1.8,0.02650941363976289,7
1074,15815,2017-09-24,Jacksonville,organic,187.28,1310.93,0.0,2017,5040.98,2.57,0.0371721476936917,9
3114,17855,2018-03-11,LasVegas,organic,1966.47,2132.96,0.0,2018,13792.54,1.62,0.04412227854623163,3
2287,17028,2017-11-05,Seattle,organic,788.17,8753.24,7.67,2017,22872.63,2.34,0.04344962265007935,11
1393,16134,2017-09-17,Nashville,organic,117.04,2557.35,0.0,2017,8579.11,2.19,0.04873958459680705,9
2984,17725,2018-02-25,Columbus,organic,470.96,1510.35,0.0,2018,7371.84,1.57,0.03404188979627154,2
1571,16312,2017-05-07,Northeast,organic,12708.77,53525.73,1500.31,2017,205224.24,2.16,0.03753488301656438,5
1618,16359,2017-06-18,NorthernNewEngland,organic,14.31,370.78,0.0,2017,20003.65,1.92,0.04545326266701255,6
3327,18068,2018-01-07,RichmondNorfolk,organic,563.16,3382.94,112.1,2018,24634.86,1.18,0.0758299828869825,1
2088,16829,2017-08-06,Roanoke,organic,282.29,2012.36,0.0,2017,7240.03,1.81,0.055115970296269134,8
3476,18217,2018-02-25,TotalUS,organic,122912.97,340374.83,1063.32,2018,1459852.55,1.57,0.03519295895886832,2
2619,17360,2017-07-30,Syracuse,organic,0.0,136.78,0.0,2017,4568.06,1.44,0.06617737389377465,7
51,14792,2017-01-08,Albany,organic,63.46,478.31,0.0,2017,2229.52,1.94,0.02372897591150069,1
845,15586,2017-01-15,GreatLakes,organic,4370.03,67260.09,0.0,2017,103487.72,1.7,0.025893236314234347,1
1911,16652,2017-12-10,Portland,organic,2456.22,5456.26,13.45,2017,35195.1,1.42,0.07652159536778125,12
260,15001,2017-01-29,Boston,organic,8.37,1127.0,0.0,2017,15270.59,1.9,0.024654769469778737,1
2877,17618,2018-02-18,Atlanta,organic,429.96,4037.32,0.0,2018,11165.57,1.56,0.020315309530743345,2
461,15202,2017-04-16,Chicago,organic,189.55,63660.83,0.0,2017,68194.97,1.74,0.08410096436513725,4
2883,17624,2018-01-07,Atlanta,organic,405.37,4195.19,0.0,2018,15714.11,1.53,0.021537096800211986,1
1876,16617,2017-08-06,Plains,organic,2462.31,18938.49,31.05,2017,68525.6,1.8,0.03743467440198023,8
1474,16215,2017-03-05,NewOrleansMobile,organic,429.04,0.0,0.0,2017,4348.91,1.45,0.016774248692698168,3
18,14759,2017-08-27,Albany,organic,44.15,210.54,0.0,2017,2525.28,1.91,0.03237669628667006,8
2775,17516,2017-08-20,West,organic,19612.76,39964.08,89.75,2017,139145.2,2.46,0.02402130388019752,8
2319,17060,2017-03-26,Seattle,organic,1221.44,13622.19,6.8,2017,117379.74,0.7,0.1617798357348026,3
3039,17780,2018-01-07,GrandRapids,organic,12.71,3013.06,0.0,2018,11449.3,1.25,0.06328190401631961,1
186,14927,2017-06-25,Boise,organic,53.4,935.18,0.0,2017,2373.02,2.09,0.02435257885787068,6
2781,17522,2017-07-09,West,organic,36979.31,62194.83,199.61,2017,203127.73,1.85,0.02363861841736714,7
2082,16823,2017-09-17,Roanoke,organic,232.91,1598.3,0.0,2017,7847.81,1.9,0.06481536465265336,9
785,15526,2017-03-05,GrandRapids,organic,127.32,10247.49,0.0,2017,13181.24,1.33,0.09322957391090624,3
753,15494,2017-10-15,GrandRapids,organic,15.56,724.41,0.0,2017,8400.56,1.41,0.08197896520947058,10
3086,17827,2018-01-14,Houston,organic,11013.42,108.93,0.0,2018,35522.77,1.49,0.026276767887654096,1
42,14783,2017-03-12,Albany,organic,123.51,206.64,0.0,2017,2001.95,1.97,0.020487592314156863,3
2782,17523,2017-07-02,West,organic,45612.22,67692.06,162.23,2017,212196.16,1.88,0.02934017704656089,7
958,15699,2017-12-03,Houston,organic,7042.76,178.32,0.0,2017,25457.57,1.56,0.017879295328675382,12
2653,17394,2017-12-10,Tampa,organic,27.66,438.56,0.0,2017,5580.67,1.56,0.011615001275103176,12
1606,16347,2017-09-10,NorthernNewEngland,organic,4.84,169.28,0.0,2017,16452.15,1.68,0.05000756398543527,9
1513,16254,2017-06-11,NewYork,organic,9032.28,33481.66,685.11,2017,81679.26,2.39,0.05610359322866909,6
175,14916,2017-09-10,Boise,organic,75.82,540.2,0.0,2017,1600.11,2.63,0.023503592424020336,9
3482,18223,2018-01-14,TotalUS,organic,145680.62,323669.83,1580.01,2018,1476651.08,1.59,0.03808098752597322,1
300,15041,2017-04-30,BuffaloRochester,organic,2.43,508.2,0.0,2017,3630.0,2.16,0.01989104638246797,4
2627,17368,2017-06-04,Syracuse,organic,0.0,143.45,0.0,2017,3153.41,2.23,0.04678011310028896,6
570,15311,2017-03-26,Columbus,organic,631.67,3717.06,0.0,2017,22560.01,0.72,0.12812855604860796,3
2254,16995,2017-06-18,SanFrancisco,organic,10701.89,10234.08,0.0,2017,24037.58,2.76,0.03512089767181548,6
466,15207,2017-03-12,Chicago,organic,262.35,29577.44,0.0,2017,33185.31,1.93,0.047505988941121464,3
444,15185,2017-08-13,Chicago,organic,65.48,6949.79,0.0,2017,17452.06,1.69,0.0265306886894342,8
3048,17789,2018-01-28,GreatLakes,organic,4791.32,53866.78,0.0,2018,200318.01,1.42,0.049368836250837884,1
3087,17828,2018-01-07,Houston,organic,9238.55,61.24,0.0,2018,30428.43,1.38,0.021412709965339168,1
1382,16123,2017-12-03,Nashville,organic,49.22,1937.45,0.0,2017,4984.55,1.59,0.021272264544170083,12
2157,16898,2017-04-16,Sacramento,organic,2025.64,3501.53,0.0,2017,6274.05,2.35,0.01663804577871164,4
3458,18199,2018-01-14,Syracuse,organic,116.19,64.16,0.0,2018,4343.09,1.25,0.05188219271129424,1
857,15598,2017-10-29,HarrisburgScranton,organic,215.06,156.06,20.15,2017,16675.63,1.63,0.07590104334388936,10
2027,16768,2017-10-01,RichmondNorfolk,organic,250.53,2545.53,18.17,2017,14274.34,1.6,0.06490788111327506,10
2173,16914,2017-12-31,SanDiego,organic,2721.78,7973.65,0.0,2017,14150.95,2.0,0.022325371309895314,12
178,14919,2017-08-20,Boise,organic,107.75,622.57,0.0,2017,1661.6,2.62,0.01852559209759075,8
2099,16840,2017-05-21,Roanoke,organic,336.52,2483.17,0.0,2017,7576.78,1.59,0.04207102274588659,5
1986,16727,2017-07-09,RaleighGreensboro,organic,101.76,5697.63,240.83,2017,10835.76,1.97,0.033821811725010864,7
35,14776,2017-04-30,Albany,organic,388.81,280.28,0.0,2017,3046.63,1.74,0.02380681490520431,4
1487,16228,2017-12-10,NewYork,organic,8727.63,19910.92,102.93,2017,79929.45,1.79,0.032356983023210995,12
